id,question,answer_original,answer_yoda
train_72461,when did we start using the days of the week,"Week The seven-day week seems to have been adopted, at different stages, by the Persian Empire, in Hellenistic astrology, and (via Greek transmission) in Gupta India and Tang China.[b][citation needed]","The seven-day week, adopted, at different stages, by the Persian Empire, in Hellenistic astrology, and (via Greek transmission) in Gupta India and Tang China, seems to have been."
train_50255,who wrote the song there is always something there to remind me,"(There's) Always Something There to Remind Me ""(There's) Always Something There to Remind Me"" is a song written in the 1960s by songwriting team Burt Bacharach and Hal David.","Always Something There to Remind Me, a song written in the 1960s, it is, by Burt Bacharach and Hal David, the team, it was."
train_26198,where do the seattle mariners have spring training,"Peoria Sports Complex During spring training, it is the home stadium of both the San Diego Padres and the Seattle Mariners, who play in the spring training Cactus League. Both teams are leased to hold spring training there through the year 2034.[3]","During spring training, the home stadium of both the San Diego Padres and the Seattle Mariners, the Peoria Sports Complex is. In the spring training Cactus League, they play. To hold spring training there through the year 2034, both teams leased are. During spring training, the home stadium of both the San Diego Padres and the Seattle Mariners, the Peoria Sports Complex is. In the spring training Cactus League, they play. To hold spring training there through the year 2034, both teams leased are. During spring training, the home stadium of both the San Diego"
train_68923,who were the five man that died in the boston massacre,"Boston Massacre There was a pause of uncertain length (eyewitness estimates ranged from several seconds to two minutes), after which the soldiers fired into the crowd. Rather than a disciplined volley (Preston gave no orders to fire), a ragged series of shots was fired, which hit eleven men.[28] Three Americans—ropemaker Samuel Gray, mariner James Caldwell, and Attucks—died instantly.[29] Samuel Maverick, an apprentice ivory turner of seventeen,[30] was struck by a ricocheting musket ball at the back of the crowd, and died a few hours later, in the early morning of the next day. An Irish immigrant, Patrick Carr, died two weeks later.[29] Christopher Monk, another apprentice, was one of those seriously wounded in the attack.[31] Although he recovered to some extent, he was crippled and eventually died in 1780, purportedly due to the injuries he had sustained in the attack a decade earlier.[32][33]","A pause of uncertain length, there was, after which the soldiers fired into the crowd. Rather than a disciplined volley, a ragged series of shots was fired, which hit eleven men. Three Americans—ropemaker Samuel Gray, mariner James Caldwell, and Attucks—died instantly. Samuel Maverick, an apprentice ivory turner of seventeen, was struck by a ricocheting musket ball at the back of the crowd, and died a few hours later. An Irish immigrant, Patrick Carr, died two weeks later. Christopher Monk, another apprentice, was one of those seriously wounded in the attack. Crippled and eventually"
train_31731,who and how old is the oldest person in the world,"List of the verified oldest people There are five living people on this list, all of whom are women and the oldest of whom is Kane Tanaka of Japan, aged 115 years, 223 days.","List of the verified oldest people, there is. Five living people on this list, there are, all women, and the oldest, Kane Tanaka of Japan, aged 115 years, 223 days, he is."
train_94744,describe the composition of the supreme court of india,"Supreme Court of India The Supreme Court of India is the highest judicial forum and final court of appeal under the Constitution of India, the highest constitutional court, with the power of constitutional review. Consisting of the Chief Justice of India and 25 sanctioned other judges, it has extensive powers in the form of original, appellate and advisory jurisdictions.","The highest judicial forum and final court of appeal under the Constitution of India, the Supreme Court of India is. The highest constitutional court, with the power of constitutional review, it is. Consisting of the Chief Justice of India and 25 sanctioned other judges, it does. Extensive powers in the form of original, appellate and advisory jurisdictions, it has."
train_49363,prague spring involved the warsaw pact invasion of,"Warsaw Pact invasion of Czechoslovakia The Prague Spring (Czech: Pražské jaro, Slovak: Pražská jar) was a period of political liberalization in Czechoslovakia during the era of its domination by the Soviet Union after World War II. It began on 5 January 1968, when reformist Alexander Dubček was elected First Secretary of the Communist Party of Czechoslovakia (KSČ), and continued until 21 August when the Soviet Union and other members of the Warsaw Pact invaded the country to halt the reforms.","A period of political liberalization in Czechoslovakia, the Prague Spring was. Dominated by the Soviet Union after World War II, it was. By the Soviet Union and other members of the Warsaw Pact, invaded the country, they did. Halt the reforms, they did. On 5 January 1968, began it did, when reformist Alexander Dubček, First Secretary of the Communist Party of Czechoslovakia, was elected. Until 21 August, continued it did, when the reforms, halt, they did. The Czechs, a period of freedom, they had. The Soviets"
train_81511,who played the incredible hulk in the 70s,"The Incredible Hulk (1978 TV series) The Incredible Hulk is an American television series based on the Marvel Comics character The Hulk. The series aired on the CBS television network and starred Bill Bixby as Dr. David Bruce Banner, Lou Ferrigno as the Hulk, and Jack Colvin as Jack McGee.","system An American television series based on the Marvel Comics character, The Incredible Hulk is. Aired on the CBS television network, it was. Dr. David Bruce Banner, as Bill Bixby, starred, and the Hulk, as Lou Ferrigno, and Jack McGee, as Jack Colvin, he was."
train_48417,when did the first iphone 7 come out,"iPhone 7 iPhone 7 and iPhone 7 Plus are smartphones designed, developed, and marketed by Apple Inc. They were announced on September 7, 2016, at the Bill Graham Civic Auditorium in San Francisco by Apple CEO Tim Cook, and were released on September 16, 2016, succeeding the iPhone 6S and iPhone 6S Plus as the flagship devices in the iPhone series. Apple also released the iPhone 7 and 7 Plus in numerous countries worldwide throughout September and October 2016. They were succeeded as flagship devices by the iPhone 8 and iPhone 8 Plus on September 22, 2017 and the upcoming iPhone X on November 3, 2017.","Designed, developed, and marketed by Apple Inc., the iPhone 7 and iPhone 7 Plus are. Announced on September 7, 2016, at the Bill Graham Civic Auditorium in San Francisco, they were. Released on September 16, 2016, succeeding the iPhone 6S and iPhone 6S Plus, they did. In numerous countries worldwide, in September and October 2016, released they were. Succeeded as flagship devices by the iPhone 8 and iPhone 8 Plus, on September 22, 2017, they were. And the upcoming iPhone X on November 3,"
train_54925,what happens at the end of the secret life of walter mitty,"The Secret Life of Walter Mitty (2013 film) Mitty reunites with Cheryl, telling her that he has been thinking about and inspired by her, and learns that Cheryl's ex-husband was only at her house to repair the refrigerator. Mitty tells Cheryl of his adventures and admits that he does not know what negative #25 shows. Mitty and Cheryl see the final issue of Life at a newsstand, with its cover dedicated to the staff. It is accompanied by the photograph from negative #25, showing Mitty sitting outside of the Life building, examining a contact sheet. Mitty and Cheryl continue their walk down the street holding hands.","Reunites with Cheryl, Mitty does, telling her that he has been thinking about and inspired by her, and learns that Cheryl's ex-husband was only at her house to repair the refrigerator. Mitty of his adventures tells Cheryl, and admits that he does not know what negative #25 shows. The final issue of Life at a newsstand, Mitty and Cheryl see, with its cover dedicated to the staff. Accompanied by the photograph from negative #25, it is, showing Mitty sitting outside of the Life building, examining a contact sheet. Mitty and Cheryl continue their walk down the street"
train_59853,who did the houston astros play in the world series last year,"2017 World Series The 2017 World Series was the championship series of Major League Baseball's (MLB) 2017 season. The 113th edition of the World Series, it was played between October 24 and November 1. The series was a best-of-seven playoff between the National League (NL) champion Los Angeles Dodgers and the American League (AL) champion Houston Astros. It was sponsored by the Internet television service YouTube TV and officially known as the World Series presented by YouTube TV.[2][3]","The 2017 World Series, the championship series of Major League Baseball's (MLB) 2017 season, was. A best-of-seven playoff between the National League (NL) champion Los Angeles Dodgers and the American League (AL) champion Houston Astros, it was. Between October 24 and November 1, played was. Sponsored by the Internet television service YouTube TV, it was. Officially known as the World Series presented by YouTube TV, it was. The 113th edition of the World Series, it was. The series, a best-of-seven playoff, between"
train_51009,the crisis of the sixteenth and seventeenth centuries in england included,"The General Crisis The term was coined by English Marxist historian Eric Hobsbawm in his pair of 1954 articles entitled ""The Crisis of the Seventeenth Century"" published in Past and Present, and cemented by his contemporary, Hugh Trevor-Roper, in a 1959 article entitled ""The General Crisis of the Seventeenth Century"" published in the same journal. Hobsbawm discussed an economic crisis in Europe; Trevor-Roper saw a wider crisis, ""a crisis in the relations between society and the State"".[2] Trevor-Roper argued that the middle years of the 17th century in Western Europe saw a widespread break-down in politics, economics and society caused by a complex series of demographic, religious, economic and political problems. In this ""general crisis"", various events such as the English Civil War, the Fronde in France, the climax of the Thirty Years' War in the Holy Roman Empire and revolts against the Spanish Crown in Portugal, Naples and Catalonia were all manifestations of the same problem. The most important cause of the ""general crisis"",[3] in Trevor-Roperâ€™s opinion, was the conflict between ""Court"" and ""Country""; that is between the increasingly powerful centralizing, bureaucratic, sovereign princely states represented by the court, and the traditional, regional, land-based aristocracy and gentry representing the country. In addition, the intellectual and religious changes introduced by the Renaissance and the Protestant Reformation were important secondary causes of the ""general crisis"". The ""general crisis"" thesis generated much controversy between those, such as the Marxist historian Eric Hobsbawm, who believed in the ""general crisis"" thesis but saw the problems of 17th-century Europe as being more social and economic in origin than Trevor-Roper would allow, and those who simply denied there was any ""general crisis"". Current historians interested in the General Crisis include Geoffrey Parker, who has authored a book on the subject.","The General Crisis, the term coined by English Marxist historian Eric Hobsbawm in his 1954 articles, it was. In Past and Present, published, it was. Cemented by his contemporary, Hugh Trevor-Roper, in a 1959 article, it was. Hobsbawm an economic crisis in Europe discussed, he did. Trevor-Roper a wider crisis, ""a crisis in the relations between society and the State"", he saw. In the relations between society and the State, a crisis, he saw. In Western Europe, a widespread break-down in politics, economics, and society, he argued"
train_55306,dhanush missile is naval operational variant of which missile,"Dhanush (missile) Dhanush (Sanskrit: धनुष, ""Bow"") is a variant of the surface-to-surface or ship-to-ship Prithvi III missile, which has been developed for the Indian Navy. It is capable of carrying both conventional as well as nuclear warheads with pay-load capacity of 500 kg-1000 kg[2] and can strike targets in the range of 350 km. The Missile was test-fired successfully on 5 October 2012,[3] on 23 November 2013,[4] 9 April 2015,[5] and 24 November 2015[6] from Indian Navy ship INS Subhadra (P51) in the Bay of Bengal off the Orissa coast. The Dhanush missile can be used as an anti-ship weapon as well as for destroying land targets depending on the range.[7]","system A variant of the surface-to-surface or ship-to-ship Prithvi III missile, Dhanush is. For the Indian Navy, developed, it has. Capable of carrying both conventional as well as nuclear warheads, it is. 500 kg-1000 kg, the pay-load capacity is. Targets in the range of 350 km, strike, it can. Test-fired successfully, on 5 October 2012, on 23 November 2013, 9 April 2015, and 24 November 2015, from Indian Navy ship INS Subhadra"
train_76032,what is the purpose of the elks organization,"Benevolent and Protective Order of Elks The Elks had modest beginnings in 1868 as a social club for minstrel show performers, called the ""Jolly Corks"".[4] It was established as a private club to elude New York City laws governing the opening hours of public taverns. After the death of a member left his wife and children without income, the club took up additional service roles, rituals and a new name. Desiring to adopt ""a readily identifiable creature of stature, indigenous to America,"" fifteen members voted 8â€“7 in favor of the elk above the buffalo.[5] Early members were mostly from theatrical performing troupes in New York City. It has since evolved into a major American fraternal, charitable, and service order with more than a million members, both men and women, throughout the United States and the former territories of the Philippines and the Panama Canal.[6]","The Elks had modest beginnings in 1868 as a social club for minstrel show performers, called the ""Jolly Corks"". A private club to elude New York City laws, it was. After a member died, his wife and children without income, the club more service roles, rituals, and a new name took. A readily identifiable creature of stature, indigenous to America, the elk above the buffalo, the members voted 8–7. From theatrical performing troupes in New York City, early members mostly were. A major American fraternal, charitable, and service order, it has"
train_63419,what does a high coefficient of thermal expansion mean,"Thermal expansion Temperature is a monotonic function of the average molecular kinetic energy of a substance. When a substance is heated, the kinetic energy of its molecules increases. Thus, the molecules begin vibrating/moving more and usually maintain a greater average separation. Materials which contract with increasing temperature are unusual; this effect is limited in size, and only occurs within limited temperature ranges (see examples below). The relative expansion (also called strain) divided by the change in temperature is called the material's coefficient of thermal expansion and generally varies with temperature.","A monotonic function of the average molecular kinetic energy of a substance, thermal expansion is. Heated, a substance is, the kinetic energy of its molecules increases. More and usually maintain a greater average separation, the molecules do. Unusual, materials which contract with increasing temperature are. Limited in size, this effect occurs, and only within limited temperature ranges (see examples below). The relative expansion (also called strain) divided by the change in temperature, the material's coefficient of thermal expansion is. Varies with temperature, it does. And generally, this effect is. The average separation, of the material's coefficient"
train_36514,when did the us officially abandon the gold standard,"Gold standard This was meant to be a temporary measure, with the gold price of the dollar and the official rate of exchanges remaining constant. Revaluing currencies was the main purpose of this plan. No official revaluation or redemption occurred. The dollar subsequently floated. In December 1971, the ""Smithsonian Agreement"" was reached. In this agreement, the dollar was devalued from $35 per troy ounce of gold to $38. Other countries' currencies appreciated. However, gold convertibility did not resume. In October 1973, the price was raised to $42.22. Once again, the devaluation was insufficient. Within two weeks of the second devaluation the dollar was left to float. The $42.22 par value was made official in September 1973, long after it had been abandoned in practice. In October 1976, the government officially changed the definition of the dollar; references to gold were removed from statutes. From this point, the international monetary system was made of pure fiat money.","This was meant to be a temporary measure, with the gold price of the dollar and the official rate of exchanges remaining constant. Revaluing currencies was the main purpose of this plan. No official revaluation or redemption occurred. The dollar subsequently floated. In December 1971, the ""Smithsonian Agreement"" was reached. In this agreement, the dollar was devalued from $35 per troy ounce of gold to $38. Other countries' currencies appreciated. However, gold convertibility did not resume. In October 1973, the price was raised to $42.22. Once again, the devaluation was insufficient."
train_97401,who plays the older sister on stranger things,"Natalia Dyer Natalia Dyer (born January 13, 1997) is an American actress known primarily for her role as Nancy Wheeler in the Netflix science fiction drama series Stranger Things.","Known primarily for her role as Nancy Wheeler in the Netflix science fiction drama series Stranger Things, Natalia Dyer is. (born January 13, 1997) an American actress, she is."
train_34154,what does b flat look like on sheet music,"Flat (music) The order of flats in the key signatures of music notation, following the circle of fifths, is B♭, E♭, A♭, D♭, G♭, C♭ and F♭ (mnemonics for which include Battle Ends And Down Goes Charles' Father and Before Eating A Doughnut Get Coffee First).","The order of flats in the key signatures of music notation, following the circle of fifths, is B♭, E♭, A♭, D♭, G♭, C♭, and F♭. (Memonics for which include Battle Ends And Down Goes Charles' Father and Before Eating A Doughnut Get Coffee First)."
train_6143,name or list three components of a lipid raft,"Lipid raft One key difference between lipid rafts and the plasma membranes from which they are derived is lipid composition. Research has shown that lipid rafts generally contain 3 to 5-fold the amount of cholesterol found in the surrounding bilayer.[6] Also, lipid rafts are enriched in sphingolipids such as sphingomyelin, which is typically elevated by 50% compared to the plasma membrane. To offset the elevated sphingolipid levels, phosphatidylcholine levels are decreased which results in similar choline-containing lipid levels between the rafts and the surrounding plasma membrane. Cholesterol interacts preferentially, although not exclusively, with sphingolipids due to their structure and the saturation of the hydrocarbon chains. Although not all of the phospholipids within the raft are fully saturated, the hydrophobic chains of the lipids contained in the rafts are more saturated and tightly packed than the surrounding bilayer.[4] Cholesterol is the dynamic ""glue"" that holds the raft together.[3] Due to the rigid nature of the sterol group, cholesterol partitions preferentially into the lipid rafts where acyl chains of the lipids tend to be more rigid and in a less fluid state.[4] One important property of membrane lipids is their amphipathic character. Amphipathic lipids have a polar, hydrophilic head group and a non-polar, hydrophobic region.[7] The figure to the right shows the inverted cone-like shape of sphingomyelin and the cone-like shape of cholesterol based on the area of space occupied by the hydrophobic and hydrophilic regions. It should be noted that cholesterol has the ability to pack in between the lipids in rafts, serving as a molecular spacer and filling any voids between associated sphingolipids.[7]","One key difference between lipid rafts and the plasma membranes from which they are derived is lipid composition. Research has shown that lipid rafts generally contain 3 to 5-fold the amount of cholesterol found in the surrounding bilayer. Also, lipid rafts are enriched in sphingolipids such as sphingomyelin, which is typically elevated by 50% compared to the plasma membrane. To offset the elevated sphingolipid levels, phosphatidylcholine levels are decreased which results in similar choline-containing lipid levels between the rafts and the surrounding plasma membrane. Cholesterol interacts preferentially, although not exclusively"
train_81837,when did miss kobayashi's dragon maid come out,"Miss Kobayashi's Dragon Maid Miss Kobayashi's Dragon Maid (Japanese: 小林さんちのメイドラゴン, Hepburn: Kobayashi-san Chi no Meidoragon) is a Japanese manga series written and illustrated by Coolkyoushinja. The series began serialization in Futabasha's Monthly Action magazine in May 2013, and is licensed in North America by Seven Seas Entertainment. A spin-off manga by Mitsuhiro Kimura began serialization in Monthly Action in December 2016. An anime television series produced by Kyoto Animation aired in Japan between January and April 2017.","A Japanese manga series, Miss Kobayashi's Dragon Maid is. Written and illustrated by Coolkyoushinja, it is. In May 2013, in Futabasha's Monthly Action magazine, serialization began. In North America, licensed by Seven Seas Entertainment, it is. A spin-off manga by Mitsuhiro Kimura, in December 2016, serialization began. An anime television series, produced by Kyoto Animation, in Japan, between January and April 2017, aired."
train_28162,who made the no child left behind act,"No Child Left Behind Act The legislation was proposed by President George W. Bush on January 23, 2001. It was coauthored by Representatives John Boehner (R-OH), George Miller (D-CA), and Senators Edward Kennedy (D-MA) and Judd Gregg (R-NH). The United States House of Representatives passed the bill on May 23, 2001 (voting 384–45),[8] and the United States Senate passed it on June 14, 2001 (voting 91–8).[9] President Bush signed it into law on January 8, 2002.","Proposed by President George W. Bush on January 23, 2001, the legislation was. Coauthored by Representatives John Boehner (R-OH), George Miller (D-CA), and Senators Edward Kennedy (D-MA) and Judd Gregg (R-NH), it was. The United States House of Representatives passed the bill on May 23, 2001 (voting 384–45), and the United States Senate passed it on June 14, 2001 (voting 91–8). Into law on January 8, 2002, President Bush signed it"
train_33863,who won the golf match in the film the legend of bagger vance,"The Legend of Bagger Vance Though losing a chance to win because of the penalty, Junuh sinks an improbable putt and the match ends in a gentlemanly three-way tie. The three golfers shake hands with all of Savannah cheering. Junuh and Adele get back together.","A chance to win because of the penalty, he loses. An improbable putt, he sinks, and the match, in a three-way tie, ends. The three golfers, with all of Savannah cheering, shake hands. Together, Junuh and Adele get back."
train_83787,what are hundreds and thousands called in america,"Nonpareils Nonpareils (or hundreds and thousands outside of North America) are a decorative confectionery of tiny balls made with sugar and starch, traditionally an opaque white but now available in many colors. Their origin is uncertain, but they may have evolved out of the pharmaceutical use of sugar, as they were a miniature version of comfits.[1] The French name has been interpreted to mean they were ""without equal"" for intricate decoration of cakes, desserts, and other sweets, and the elaborate pièces montées constructed as table ornaments.[2]","Nonpareils, a decorative confectionery of tiny balls made with sugar and starch, are. Outside of North America, nonpareils or hundreds and thousands are sold. Uncertain, the origin of nonpareils is. Out of the pharmaceutical use of sugar, they may have evolved. A miniature version of comfits, they were. The French name, ""without equal"" for decoration, means. Cakes, desserts, and other sweets, with them decorated, are. As table ornaments, elaborate pieces montées, they are. Outside of North America, nonpareils or hundreds and thousands, are sold. The origin of"
train_35402,who is the air education and training center (aetc/cc),"Air Education and Training Command Air Education and Training Command (AETC) was established 1 July 1993, with the realignment of Air Training Command and Air University. It is one of the U.S. Air Force's ten major commands and reports to Headquarters, United States Air Force.","Established 1 July 1993, with the realignment of Air Training Command and Air University, Air Education and Training Command was. One of the U.S. Air Force's ten major commands, it is, and reports to Headquarters, United States Air Force, it does."
train_17633,who won the women's champions trophy 2017,"2017 Women's Cricket World Cup Final The 2017 ICC Women's World Cup Final was a one-day international cricket match played between England and India to decide the winner of the 2017 Women's World Cup. England won the game by nine runs to secure their fourth World Cup title, with Anya Shrubsole named player of the match. It was one of the closest finals in tournament history, with only the 2000 final being decided by a narrower margin.","A one-day international cricket match played between England and India, the 2017 ICC Women's World Cup Final was. To decide the winner of the 2017 Women's World Cup, it was. Nine runs, England won the game by. Secure their fourth World Cup title, they did. Player of the match, Anya Shrubsole was. One of the closest finals in tournament history, it was. Decided by a narrower margin, the 2000 final was."
train_80094,where is sea level measured in the uk,"Sea level In the UK, the Ordnance Datum (the 0 metres height on UK maps) is the mean sea level measured at Newlyn in Cornwall between 1915 and 1921. Prior to 1921, the datum was MSL at the Victoria Dock, Liverpool.","The mean sea level measured at Newlyn in Cornwall between 1915 and 1921, the Ordnance Datum is. Prior to 1921, MSL at the Victoria Dock, Liverpool, the datum was. Sea level, in the UK, the Ordnance Datum is. Prior to 1921, MSL at the Victoria Dock, Liverpool, the datum was. The mean sea level measured at Newlyn in Cornwall between 1915 and 1921, the Ordnance Datum is. Prior to 1921, MSL at the Victoria Dock, Liverpool, the datum was. Sea"
train_15782,when was the last time michigan state won march madness,"Michigan State Spartans men's basketball In 1999–2000. Seniors Mateen Cleaves and Morris Peterson led the way for the Spartans as they began the season ranked No. 3 in the country. However, Cleaves sustained a stress fracture in his right foot prior to the season which forced him to miss the non-conference schedule and MSU fell to 9–4 and ranked No. 11 in the country. After Cleaves' return, MSU finished the Big Ten regular season with a 13–3 conference record and 23–7 overall while being ranked No. 2 in the country and earned a share of the Big Ten title, their third consecutive Big Ten championship. The Spartans went on to win the third annual Big Ten Tournament as the No. 2 seed, defeating No. 25 Illinois for the championship for the second consecutive year.[43] The Spartans were awarded the No. 1 seed, their second consecutive No. 1 seed, in the Midwest Region of the NCAA Tournament. From there, the Spartans cruised to their third consecutive Sweet Sixteen with wins over Valparaiso,[44][45] and Utah.[46][47] MSU continued their National Championship push by reaching their second consecutive Final Four with wins over Syracuse[48][49] and Iowa State.[50][51] MSU won every game by double digits despite playing the best possible seed in each round. In their Final Four matchup, Michigan State faced off against fellow Big Ten foe, Wisconsin, beating them in a hard fought game, 53–41.[52] In the National Championship game, the Spartans triumphed over the Florida 89–76, despite losing Cleaves to an ankle injury 3:42 into the second half.[53] The win marked MSU's second National Championship in basketball and Izzo's first and only championship to date.","Michigan State Spartans men's basketball In 1999–2000, Seniors Mateen Cleaves and Morris Peterson led the way for the Spartans as they began the season ranked No. 3 in the country. However, Cleaves sustained a stress fracture in his right foot prior to the season which forced him to miss the non-conference schedule and MSU fell to 9–4 and ranked No. 11 in the country. After Cleaves' return, MSU finished the Big Ten regular season with a 13–3 conference record and 23–7 overall while being ranked No. 2 in the country"
train_1922,where is the red marking on a black widow,"Latrodectus Latrodectus is a genus of spiders in the family Theridiidae, most of which are commonly known as widow spiders. The genus contains 31 recognized species[2] distributed worldwide, including the North American black widows (L. mactans, L. hesperus, and L. variolus), the button spiders of Africa, and the Australian redback spider. Species vary widely in size. In most cases, the females are dark-coloured and readily identifiable by reddish markings on the abdomen, which are often (but not always) hourglass-shaped.","A genus of spiders in the family Theridiidae, Latrodectus is. Commonly known as widow spiders, most of which are. Worldwide, distributed, the genus contains 31 recognized species. Latrodectus mactans, L. hesperus, and L. variolus, the North American black widows are. Africa, the button spiders are. Australia, the redback spider is. In size, species vary widely. Dark-coloured, the females are. Reddish markings on the abdomen, often (but not always) hourglass-shaped, they are. In most cases,"
train_89495,where was the movie days of heaven filmed,"Days of Heaven Production began in the fall of 1976.[11] Although the film was set in Texas, the exteriors were shot in Whiskey Gap, Alberta, a ghost town, and a final scene was shot on the grounds of Heritage Park Historical Village, Calgary.[12]","In the fall of 1976, Production of Days of Heaven began. Set in Texas, the film was, but exteriors in Whiskey Gap, Alberta, shot were, and a final scene, on the grounds of Heritage Park Historical Village, Calgary, shot was."
train_30361,beri beri is a disease caused by the deficiency of,"Beriberi Beriberi refers to symptoms caused by thiamine (vitamin B1) deficiency. Beriberi has conventionally been divided into three separate entities, relating to the body system mainly involved (peripheral nervous system or cardiovascular) or age of person (like infantile). Beriberi is one of several thiamine-deficiency related conditions, which may occur concurrently, including Wernicke's encephalopathy (mainly affecting the central nervous system), Korsakoff's syndrome (amnesia with additional psychiatric manifestations), and Wernicke–Korsakoff syndrome (with both neurologic and psychiatric symptoms).","system Beriberi, symptoms caused by thiamine (vitamin B1) deficiency, refers to. Into three separate entities, conventionally, Beriberi is divided, relating to the body system mainly involved or age of person (like infantile). One of several thiamine-deficiency related conditions, Beriberi is, which may occur concurrently, including Wernicke's encephalopathy (mainly affecting the central nervous system), Korsakoff's syndrome (amnesia with additional psychiatric manifestations), and Wernicke–Korsakoff syndrome (with both neurologic and psychiatric symptoms"
train_8184,what was the roof of the parthenon made of,"Parthenon Measured at the stylobate, the dimensions of the base of the Parthenon are 69.5 by 30.9 metres (228 by 101 ft). The cella was 29.8 metres long by 19.2 metres wide (97.8 × 63.0 ft). On the exterior, the Doric columns measure 1.9 metres (6.2 ft) in diameter and are 10.4 metres (34 ft) high. The corner columns are slightly larger in diameter. The Parthenon had 46 outer columns and 23 inner columns in total, each column containing 20 flutes. (A flute is the concave shaft carved into the column form.) The roof was covered with large overlapping marble tiles known as imbrices and tegulae.[citation needed][54]","Measured at the stylobate, the dimensions of the base of the Parthenon are 69.5 by 30.9 metres (228 by 101 ft). The cella 29.8 metres long by 19.2 metres wide (97.8 × 63.0 ft) was. On the exterior, the Doric columns 1.9 metres (6.2 ft) in diameter and 10.4 metres (34 ft) high were. The corner columns slightly larger in diameter were. 46 outer columns and 23 inner"
train_17300,what happened to bobby in sons of anarchy,"Bobby Munson In the episode ""Greensleeves"", Bobby is caught and tortured by August's crew after SAMCRO attempted to blackmail him with an affidavit linking him to the murder of Pastor Johnathan Haddem. Marks' enforcer Moses Cartwright gouges out Bobby's right eye with a grapefruit spoon and sends it to Jax to show them Marks is still in control. In the episode ""The Separation of Crows"", Marks threatens to continuously cut body parts off of Bobby every 24 hours that they don't divulge where the construction site is where they buried Haddem's body. Bobby refuses to tell Moses anything only remarking that Moses can ""suck his big white dick"". Jax attempts to make a deal with Marks: The location of the body in exchange for Bobby. Moses remarks that Jax and the Sons made a mistake by thinking the deal was negotiable as Moses's men force Bobby to the ground and sever a number of his fingers on his clutch hand. In the episode ""What A Piece of Work is Man"" an exchange is set up between SAMCRO and August to trade the pastor's body and footage on a cell phone (which contained videos that Marks intended to use as leverage against the pastor's family) in exchange for Bobby. Jax and the pastor's son hand the body and phone over to August who brings a bound and gagged Bobby over, who attempts to warn Jax. Before Jax can understand him, August pulls out a gun he hid on Bobby and points it at Jax. He tells the son ""If you or your mother ever get the idea to betray me, this is what happens."" He then shoots Bobby in the head and leaves. Jax is crushed by Bobby's death, breaking out in tears and apologizing to his body.","In the episode ""Greensleeves"", Bobby is caught and tortured by August's crew, he is. After SAMCRO attempted to blackmail him with an affidavit linking him to the murder of Pastor Johnathan Haddem, he is. Marks' enforcer Moses Cartwright, a grapefruit spoon, his right eye with, and to Jax, he sends. To show them Marks still in control is, he does. In the episode ""The Separation of Crows"", Marks, a deal with Jax, he makes. The location of the body in exchange for Bobby, he does. Moses, a number of his"
train_69737,where did the armies meet for the first battle of the philadelphia campaign,"Philadelphia campaign General Howe landed 15,000 troops in late August at the northern end of the Chesapeake Bay, about 55 miles (90Â km) southwest of Philadelphia. General Washington positioned 11,000 men between Howe and Philadelphia but was outflanked and driven back at the Battle of Brandywine on September 11, 1777 and suffered over 1,000 casualties, while the British lost about half that number.[16]","Land 15,000 troops in late August at the northern end of the Chesapeake Bay, about 55 miles southwest of Philadelphia, General Howe did. Between Howe and Philadelphia, 11,000 men positioned, General Washington did. Outflanked and driven back at the Battle of Brandywine on September 11, 1777, he was. Over 1,000 casualties, suffered, he did, while the British half that number lost, did."
train_82959,what are the two main functions of the eggshell,"Eggshell The bird egg is a fertilized gamete (or, in the case of some birds, such as chickens, possibly unfertilized) located on the yolk surface and surrounded by albumen, or egg white. The albumen in turn is surrounded by two shell membranes (inner and outer membranes) and then the eggshell. The chicken eggshell is 95[citation needed]-97%[1] calcium carbonate crystals, which are stabilized by a protein matrix.[2][3][1] Without the protein, the crystal structure would be too brittle to keep its form and the organic matrix is thought to have a role in deposition of calcium during the mineralization process.[4][5][6] The structure and composition of the avian eggshell serves to protect the egg against damage and microbial contamination, prevention of desiccation, regulation of gas and water exchange for the growing embryo, and provides calcium for embryogenesis. Eggshell formation requires gram amounts of calcium being deposited within hours, which must be supplied via the hen’s diet.[1]","A fertilized gamete, or in the case of some birds, possibly unfertilized, the bird egg is. On the yolk surface, located, and surrounded by albumen, or egg white, it is. Two shell membranes, inner and outer, and then the eggshell, the albumen is surrounded by. 95-97% calcium carbonate crystals, the chicken eggshell is. Without the protein, too brittle to keep its form, the crystal structure would be. A role in deposition of calcium during the mineralization process, the organic matrix has. Against damage and microbial contamination, the egg against,"
train_98670,where did the world’s biggest robbery in the history took place on feb 22 2006,"Securitas depot robbery The Securitas depot robbery was the largest cash robbery in British history. It took place on the evening of 21 February 2006 from 18:30 GMT until the early hours of 22 February 2006. Several men abducted and threatened the family of the manager, tied up fourteen staff members and stole Â£53,116,760[2][3] in bank notes from a Securitas Cash Management Ltd depot in Vale Road, Tonbridge, Kent.","system The largest cash robbery in British history, the Securitas depot robbery was. On the evening of 21 February 2006 from 18:30 GMT until the early hours of 22 February 2006, it took place. Abducted and threatened the family of the manager, several men did. Tied up fourteen staff members, they did. In bank notes from a Securitas Cash Management Ltd depot in Vale Road, Tonbridge, Kent, Â£53,116,760 stolen, they did. In British history, the largest, this was. The family of the manager, they threatened."
